id,title,authors,pub_date,venue,volume,issue,page,type,publisher,editor
openalex:W758857679,Pochwała dawnych czasów w ›Panu Tadeuszu‹«,"Stefanowska, Zofia",1985,Rocz- nik Towarzystwa Literackiego imienia Adama Mickiewicza,20,,125-136,book chapter,,
doi:10.1515/9783839442869-003,Das subjektive Muse- um,,2020,Partizipative Museumsarbeit zwischen Selbstvergewisserung und gesell- schaftspolitischem Engagement,,,,book chapter,transcript,"Gesser, Susanne Gorgus; Nina/Jannelli, Angela"
doi:10.14361/9783839449318,Koloniales Erbe in Museen,"Greve, Anna",2019,Kritische Weißseinsforschung in der praktischen Museumsarbeit,,,,book chapter,transcript,
tmp:gesis-ssoar-92194_ref-230_block-1159686,Die Schönheit der Differenz,"Haruna-Oelker, Hadija",2020,,,,,,,
tmp:gesis-ssoar-92194_ref-231_block-1637612,Black Spartacus. Das große Leben des Toussaint Lou- verture,"Hazareesingh, Sudhir",2022,,,,,book,C.H. Beck,
doi:10.1515/9783839448960-013,Das Museum als Dritter Ort. Schlagwort oder Leitbegriff? Von Ray Oldenburg bis Homi K. Bhabha«,"Hoins, Katharina",2021,Museen der Zukunft. Trends und Herausforderungen eines in- novationsorientierten Kulturmangements,,,275-284,book chapter,transcript,"si-Tehrani, Henning Mohr Diana Moddarres"
tmp:gesis-ssoar-92194_ref-233_block-1804545,"Aufsatz, den sichern Weg des Glücks zu finden, und ungestört, auch unter den größten Drangsalen des Lebens, ihn zu genießen«","Kleist, ; Heinrich, ",1990,v,,,515-530,book chapter,Klaus Müller-Salget,"Ders., Sämtliche Werke; Briefe, Ilse Marie Barth; Bd, ; Anekdoten, Gedichte; Schriften, hg"
doi:10.1515/9783110801569,Sämtliche Werke und Briefe,"Kleist, ; Heinrich, ",1997,,,,,book,Klaus Müller-Salget/ Stefan Ormanns,"Ilse-Marie Barth, ; Bd, ; v, "
tmp:gesis-ssoar-92194_ref-235_block-951811,Feuer- geist,,2022,,,,,book,Das Leben des Heinrich von Kleist/Życie Heinricha von Kleista,"Halle, Kleist Museum Kunsthochschule Burg Giebichenstein"
tmp:gesis-ssoar-92194_ref-236_block-951812,Feuer- geist,,2022,,,,,,"Das Leben des Heinrich von Kleist/The Life of Heinrich von Kleist, Frank","Halle, Kleist Museum Kunsthochschule Burg Giebichenstein"
tmp:gesis-ssoar-92194_ref-237_block-1637613,"Du nix verstehen?! Ein Comicbuch zu Migrationserfahrungen, Landkreis Göttingen","Koçer, Ilknur",2020,,,,,,,
tmp:gesis-ssoar-92194_ref-238_block-1637614,,"Koçer, Ilknur",2022,,,,,,,
tmp:gesis-ssoar-92194_ref-239_block-2028426,"Eine Stadt in zwei Ländern, die es nicht gibt. Jedno mia- sto w dwóch krajach, którego nie ma. A city in two countries that doesn't exist«","Kurzwelly, Michael",2021,"Słubfurt e.V./Galeria Miejska Arsenał, Nowa Amerika",,,61-84,book chapter,,
doi:10.14361/transcript.9783839424216.11,: Interkulturelles Audience Development. Zukunftsstrategien für öffentlich geförderte Kultureinrichtungen,"Mandel, Birgit",2013,,,,,book,Unter Mitarbeit von Melanie Redlberger,
tmp:gesis-ssoar-92194_ref-241_block-1010472,Frankfurt/Oder«,"Meier, Brigitte",2008,,,,113-153,,,"Diekmann, Jüdisches Brandenburg"
tmp:gesis-ssoar-92194_ref-242_block-1637615,,"Frankfurt, Museum Viadrina",2003,,,,,,,
tmp:gesis-ssoar-92194_ref-243_block-2028427,›Neger-Empörung‹. Zur Legitimität von Gewalt in Hein- rich von Kleists Die Verlobung in St. Domingo«,"Neumeyer, Harald",2011,Aus- nahmezustand der Literatur. Neue Lektüren zu Heinrich von Kleist,,,89-132,book chapter,Wallstein,"Pethes, Nicolas"
tmp:gesis-ssoar-92194_ref-244_block-1872455,Biography and the production of history«,"Rassool, Ciraj",2020,Biography -a play? Poetologi- sche Experimente mit einer Gattung ohne Poetik,,,123-140,book chapter,F. Schöningh,"Görner/Adrian Robanus, Günter Blam"
tmp:gesis-ssoar-92194_ref-245_block-1375592,Anmerkungen zur Französischen Kolonie in Frankfurt«,"Rehfeld, Hans Jürgen",1996,,,,12-50,book,Frankfurter Jahrbuch,
dnb:DE-599-DNB1018719172-OCoLC-800590564-12-A29,Makom tov. -der gute Ort - dobre miejsce,"Reiß, Eckard Abraham Diefenbach; Magdalena, ",2012,Jüdischer Friedhof Frankfurt (Oder)/Słubice. Cmentarz żydowski Frankfurt nad Odrą/Słubice,,,,book chapter,Vergangenheitsverlag,
tmp:gesis-ssoar-92194_ref-247_block-951813,Nowa Amerika,,2021,,,,,book,Frankfurt (Oder)/ Poznań,"Miejska Arsenał, Słubfurt"
doi:10.1515/9783839451113-013,"Jüdische Museen als gesellschaftspolitischer Diskurs- raum. Neue Herausforderungen durch Antisemitismus, Fremdenhass und die Renaissance des Religiösen«","Staudinger, Barbara",2020,Das umkämpfte Museum. Zeitgeschichte ausstellen zwischen Dekonstruktion und Sinnstiftung,,,201-211,book chapter,transcript,"Uhl, Liliana Radonic Heidemarie"
tmp:gesis-ssoar-92194_ref-249_block-1637616,Gedruckt mit den Typen von Amsterdam. Hebräi- scher Buchdruck in Frankfurt an der Oder«,"Targiel, Ralf Rüdiger",2008,,,,450-481,book,"Diekmann, Jüdisches Branden",
tmp:gesis-ssoar-92194_ref-250_block-1637617,Mit kurfürstlicher Genehmigung immatrikuliert in Frankfurt -Jüdische Studenten der Viadrina«,"Targiel, Ralf Rüdiger",2008,,,,409-416,,,"Diekmann, Jüdisches Bran denburg"
tmp:gesis-ssoar-92194_ref-251_block-1538804,Wessen Erinnerung zählt? Koloniale Vergangenheit und Rassismus heute,"Terkessidis, Mark",2019,,,,,book,Hoffmann und Campe,
dnb:DE-599-DNB971246130-OCoLC-723371472-04-A37-1436,Heinrich von Kleists Kritik der gesellschaftlichen Ord- nungsprinzipien. Zu Heinrich von Kleists Leben und Werk unter besonderer Be- rücksichtigung der theologisch-rationalistischen Jugendschriften,"Thorwart, Wolfgang",2004,,,,,book,Königshausen & Neumann,
tmp:gesis-ssoar-92194_ref-253_block-1982053,Undenkbare Geschichte. Zur Bagatellisierung der haitianischen Revolution«,"Trouillot, Michel Rolph",2023,Jenseits des Eurozentrismus. Postkoloniale Perspektiven in den Ge- schichts-und Kulturwissenschaften,,,73-103,book chapter,Cam,"hild, Sebastian Conrad Randeria Shalini Regina Röm"
tmp:gesis-ssoar-92194_ref-254_block-1159687,Süße Zitronen,"Türker, Burcu",2016,,,,,book,Jaja Verlag,
tmp:gesis-ssoar-92194_ref-255_block-1637618,Deutschland aus jüdischer Sicht. Eine andere Geschichte vom 18. Jahrhundert bis zur Gegenwart,"Volkov, Shulamit",2022,,,,,book,C.H. Beck,
ssoar:gesis-ssoar-39452,Intersektionalität,,2009,Zur Analyse sozialer Ungleichheiten,2,,,journal article,transcript,"Winker, Gabriele Degele; Nina, "
sowiport:gesis-solis-00598606,Museum und Migration. Konzepte -Kon- texte -Kontroversen,"Wonisch, Regina Hübel; Thomas, ",2012,,,,,book,transcript,
tmp:gesis-ssoar-92194_ref-258_block-1375593,Unterhaltungen über den Menschen,"Wünsch, Christian Ernst",1796,Erster Theil,2,,,journal article,Breitkopf,
tmp:gesis-ssoar-92194_ref-259_block-1637619,Leben. Spoken Word Poetry. Transkribiert aus dem Audio- track der Ausstellung »Wir und Kleist?!,"Yamamoto, Ken",2023,,,,,,,
tmp:gesis-ssoar-92194_ref-260_block-1496119,Brief an Wilhelm Traugott Krug,"Zenge, ; Wilhelmine, ",1993,,,,30-37,,,
tmp:gesis-ssoar-92194_ref-261_block-1719061,Interview«,"Zosik, Anna",2023,"Landschaftsverband Westfalen-Lippe/ Kulturpolitische Gesellschaft e.V., Kultur in Bewegung",,,59-60,book chapter,,
tmp:gesis-ssoar-92194_ref-262_block-2060840,Geschichte von unten? Zu Theorie und Praxis musealer Zeitzeugenschaft in Migrationsausstellungen«,"Aysel, Bibliografie; Aslıgül/Nogueira, Katarzyna",2017,"Berlinghoff/ Rass/Ulz, Die Szenographie der Migration",,,263-276,book chapter,,
doi:10.2307/1432149,Deutsche im Ausland -Fremde in Deutschland: Migration in Geschichte und Gegenwart,"Bade, Klaus",1992,,,,,book,C.H. Beck,
doi:10.14361/9783839412640,Die Musealisierung der Migration,"Baur, Joachim",2009,,,,,book,Einwanderungsmuseen und die Inszenierung der multikulturellen Nation,
dnb:DE-599-DNB103105894X-OCoLC-1185516775,Migration -Kultur -Integration. Und die Rolle des Muse- ums? Vorläufige Vermessungen eines unwägbaren Terrains«,"Baur, Joachim",2010,Museumskun- de 75,,,16,book chapter,,
doi:10.14361/transcript.9783839425046.207,"Migration und die museale Wissenskammer. Von Evidenzen, blinden Flecken und Verhältnissetzungen«","Bayer, Natalie",2015,Nach der Migration. Postmigrantische Perspektiven jenseits der Parallelgesellschaft,,,207-224,book chapter,transcript,"Hill, Erol Yildiz Marc"
tmp:gesis-ssoar-92194_ref-267_block-1245975,Crossing Munich. Beiträge zur Migration aus Kunst,,2009,,,,,book,Wissenschaft und Aktivismus,"Bayer, Natalie Engl; Andrea/Hess, Sabine Moser; Johannes, "
openalex:W3048969645,Zuwanderungsland Deutschland,,2005,,,,,,Edition Minerva,"Haan, Beier de; Rosemarie, "
openalex:W3048969645,Zuwanderungsland Deutschland. Migrationen 1500-2005. Einführung«,"Haan, Beier de; Rosemarie, ",2005,Migratio- nen 1500-2005,,,9-17,book chapter,,"Dies., Zuwanderungsland Deutschland"
tmp:gesis-ssoar-92194_ref-270_block-1719062,Vorwort«,"Haan, Beier de; Rosemarie/Beneke, Sabine Ottomeyer; Hans, ",2005,,,,7-8,,,"Beneke/Ottomeyer, Zuwanderungsland Deutschland Die Hugenotten"
openalex:W3048969645,Zuwanderungsland Deutschland,,2005,,,,,book,Edition Minerva,"Beneke, Sabine Ottomeyer; Hans, "
tmp:gesis-ssoar-92194_ref-272_block-1637620,Die Szenographie der Migration,,2017,"Geschichte. Praxis. Zukunft (= IMIS, Bd. 51",,,,book chapter,IMIS,"Berlinghoff, Marcel Rass; Christoph/Ulz, Melanie"
doi:10.14361/transcript.9783839426869,Solidarität in der Migrationsgesellschaft. Befragung einer normativen Grundlage,,2014,,,,,book,transcript,"Broden, Anne Mecheril; Paul, "
tmp:gesis-ssoar-92194_ref-274_block-1804546,›Ich bin ein Mensch.‹ Von READY NOW zu KUNSTASYL - Eine Chronik«,"Caveng, Barbara",2016,"Tietmeyer, Einsichten in flüchtige Leben",,,8-11,book chapter,,
sowiport:bszbw-wao-05987600X,Museums as contact zones«,"Clifford, James",1997,"Ders., Routes: Travel and Translation in the Late Twentieth Century",,,188-219,book chapter,Harvard University Press,
tmp:gesis-ssoar-92194_ref-276_block-2028428,,"Deuser, Patricia",2012,Migration im Museum. Zum aktuellen Stand der Ausein- andersetzung mit den Themen Migration und kulturelle Vielfalt in deutschen Museen,,,,book chapter,Deutscher Museumsbund,
dnb:DE-599-DNB1218261765-OCoLC-1225923386-20-O10,"Museen, Migration und kulturelle Vielfalt. Handreichungen für die Museumsarbeit",,2015,1974): Türkei. Heimat von Menschen in un- serer Stadt. Türkiye. Sehrimizde yasayan insanlarin yurdu,,,,book chapter,Deutscher,"Museumsbund, Deutscher; Deutsch-Türkischer Arbeitskreis, Museumsbund"
tmp:gesis-ssoar-92194_ref-278_block-1719063,Biografien deutscher Flüchtlinge und Vertriebener des Zweiten Weltkriegs«,"Engelhardt, ; Michael, ",2005,,,,15-21,book,"Stiftung Haus der Geschichte der Bundesrepublik Deutschland, Flucht, Vertreibung, Integration",
openalex:W584668929,"Fremde Heimat -Yaban, Sılan olur. Eine Geschichte der Einwanderung aus der Türkei",,1998,"Türkiye den Almanya'ya Gö- çün Tarihi. Ausstellung des Ruhrlandmuseums Essen in Kooperation mit DoMiT -Dokumentationszentrum und Museum über die Migration aus der Türkei, Es",,,,book chapter,Klartext-Verlag,"Eryılmaz, Aytaç Jamin; Mathilde, "
tmp:gesis-ssoar-92194_ref-280_block-2028429,Wer spricht? Geteilte Erinnerungen in der Migrationsgesellschaft«,"Eryılmaz, Aytaç Rapp; Martin, ",2009,"Wagner, Erinnerungskulturen und Geschichtspoli- tik",,,271-279,book chapter,,
tmp:gesis-ssoar-92194_ref-281_block-1159688,Das Neue Deutschland. Von Migration und Vielfalt,,2014,,,,,book,University Press,"Ezli, Özkan Staupe; Gisela, "
dnb:DE-599-DNB1031056653-OCoLC-1185497606,Überlegungen zu einem ›Migrationsmuseum‹ in der Bundes- republik«,"Fehr, Michael",2009,"Wagner, Erinnerungskulturen und Geschichtspolitik",,,265-270,book chapter,,
tmp:gesis-ssoar-92194_ref-283_block-1010473,Arbeit & Migration: Geschichten von hier,,2021,,,,,book,Kon- rad Theis,"Fix, Maria"
tmp:gesis-ssoar-92194_ref-284_block-913296,Lebenswege,,2021,,,,,book,Hayat yollari,"Focke Museum, "
doi:10.1515/9783839457924-002,Geschichten im Wandel,,2022,Neue Perspektiven für die Erinnerungskultur in der Migrationsgesellschaft,,,,book chapter,transcript,"Georgi, Viola Lücke; Martin/Meyer-Hamme, Johannes Spielhaus; Riem, "
tmp:gesis-ssoar-92194_ref-286_block-1637621,Das Gedächtnis der Migrationsgesellschaft. DOMiD -ein Verein schreibt Geschichte(n,"Gogos, Manuel",2021,,,,,book,transcript,
doi:10.1515/9783839448960-015,Postkoloniale Museologie als Innovationsförderung für die Museen der Zukunft«,"Greve, Anna",2022,"Mohr/Modarressi-Tehrani, Museen der Zukunft",,,329-339,book chapter,,
doi:10.1515/9783839442869-003,Das subjektive Muse- um,,2020,Partizipative Museumsarbeit zwischen Selbstvergewisserung und gesell- schaftspolitischem Engagement,,,,book chapter,transcript,"Gesser, Susanne Gorgus; Nina/Janelli, Angela"
doi:10.14361/transcript.9783839417263.95,Das partizipative Museum,,2012,Zwischen Teilhabe und User Generated Con- tent. Neue Anforderungen an kulturhistorische Ausstellungen,,,,book chapter,tran,"Gesser, Susanne Handschin; Martin/Jannelli, Angela Lichtensteiger; Sibylle, "
tmp:gesis-ssoar-92194_ref-290_block-1245976,Migration und Museum,,2005,Neue Ansätze in der Muse,,,,book chapter,Lit,"Hampe, Henrike"
tmp:gesis-ssoar-92194_ref-291_block-1804547,Zur Struktur der Ausstellung«,"Hieslmair, Michael Zinganel; Michael, ",2009,"Bayer et al., Crossing Munich",,,16-17,book chapter,,
sowiport:gesis-solis-00580613,Migration and Mem- ory,,2010,Representations of Migration in Europe since 1960,,,,book chapter,StudienVerlag,"Hintermann, Christiane Johansson; Christina, "
tmp:gesis-ssoar-92194_ref-293_block-2028430,Aufbau West in Nordrhein-Westfalen. Eine Industriege- schichte mit Flüchtlingen und Vertriebenen«,"Kift, Dagmar",2005,Aufbau West. Neu- beginn zwischen Vertreibung und Wirtschaftswunder,,,12-21,book chapter,Klartext-Verlag,"Dies, "
tmp:gesis-ssoar-92194_ref-294_block-1804548,"In die Geschichte einblenden: Geschichte, divers er- zählt«","Kolland, Dorothea",2009,"Wagner, Erinnerungskulturen und Geschichtspolitik",,,227-245,book chapter,,
tmp:gesis-ssoar-92194_ref-295_block-1719064,Dokumentationszentrum und Museum über die Migration in Deutschland/Institut für Kulturanthropologie und Europäische Ethnologie der Universität Frankfurt a.M./Institut für Theorie der Gestaltung und Kunst,"Kunstverein/DOMiD, Kölnischer",,2005): Projekt Migration,,,,book chapter,DuMont,"Zürich, H G K"
sowiport:fis-bildung-166188,Das historische Museum,,1990,,,,,book,Campus,"Korff, Gottfried Roth; Martin, "
tmp:gesis-ssoar-92194_ref-297_block-1933633,Konfliktraum Museum. Überlegungen für Museumstheorie und -praxis«,"Landau-Donnelly, Friederike",2022,"Mohr/Modarressi-Tehrani, Museen der Zu- kunft",,,341-361,book chapter,,
tmp:gesis-ssoar-92194_ref-298_block-1933634,Fremde in Deutschland - Deutsche in der Fremde. Schlaglichter von der Frühen Neuzeit bis in die Ge- genwart,,1999,"Ausstellung des Museumsdorfes Cloppenburg in Zusammenarbeit mit dem Württembergischen Landesmuseum Stuttgart, Altonaer Museum -Nord- deutsches Landesmuseum, Stadtgeschichtlichem Museum Leipzig und Kultur- historischem Museum",,,,book chapter,Museumsdorf Cloppenburg,"Meiners, Uwe Reinders Düselder; Christoph, "
econbiz:10012119078,Museen der Zukunft. Trends und Herausforderungen eines innovationsorientierten Kulturmanage- ments,,2022,,,,,book,transcript,"Mohr, Henning Modarressi Tehrani; Diana, "
sowiport:fes-bib-667707,Geschichte und Gedächtnis in der Einwan- derungsgesellschaft,,2004,Migration zwischen historischer Rekonstruktion und Er,,,,book chapter,Klartext,"Motte, Jan Ohliger; Rainer, "
tmp:gesis-ssoar-92194_ref-301_block-1159689,Neue Gesellschaft für Bildende Kunst,,1975,,,,,book,Inform Dienst,"Hg, "
tmp:gesis-ssoar-92194_ref-302_block-1159690,2012a): Nach Westen. Zuwanderung aus Osteuropa ins Ruhr- gebiet,,,,,,,book,Klartext,"Osses, Dietmar"
tmp:gesis-ssoar-92194_ref-303_block-1245977,Nach Westen. Migrationsgeschichte im Industriemuse- um«,"Osses, Dietmar",2012,,,,12-19,book,"Ders., Nach Westen",
doi:10.14361/transcript.9783839418017.69,,"Osses, Dietmar",2012,"»Perspektiven der Migrationsgeschichte in deutschen Aus- stellungen und Museen« in: Wonisch/Hübel, Museum und Migration",,,69-87,book chapter,,
openalex:W2998513900,Von Kuzorra bis Özil,,2015,Die Geschichte von Fußball und Migration im Ruhrgebiet,,,,book chapter,Klartext,"Osses, Dietmar"
tmp:gesis-ssoar-92194_ref-306_block-1804549,Willkommenskultur. Das Thema Migration ist in den Mu- seen angekommen«,"Osses, Dietmar",2022,Politik & Kultur,11,,22,journal article,,
doi:10.2307/j.ctvswx6wf.11,Representing of Immigration and Em- igration in Germany's Historic Museums«,"Osses, Dietmar Nogueira; Katarzyna, ",2017,"Migra- tion, Memory, and Diversity. Germany from 1945 to the Present",,,155-175,book chapter,Berghan Books,"Wilhelm, Cornelia"
tmp:gesis-ssoar-92194_ref-308_block-1933635,Auf der Suche nach einer neuen Erzählung,"Osten, ; Marion, ",2009,"Reflektionen des Ausstellungsprojekts ›Projekt Migration‹«, in: Bayer et al., Crossing Munich",,,90-93,book chapter,,
doi:10.14361/transcript.9783839418017.139,Integration und Community Building in Einwanderungsmu- seen und -ausstellungen,"Ostow, Robin",2014,"Präsentationen, Praktiken und Handlungsmacht«, in: Wonisch/Hübel, Museum und Migration",,,139-166,book chapter,transcript,
tmp:gesis-ssoar-92194_ref-310_block-1719065,Bevölkerung mit Migrationshintergrund«,"Petschel, Anja",2021,Bevölkerung und Demografie. Auszug aus dem Datenreport 2021,,,30-44,book chapter,,"Bevölkerungsforschung, Statistisches Bundesamt Wissenschaftszentrum Berlin"
openalex:W584524865,"Zur Ausstellung ›Flucht, Vertreibung, Integration‹«","Schäfer, Hermann",2005,,,,7-13,book,"Stiftung Haus der Geschichte der Bundesrepublik Deutschland, Flucht, Vertrei- bung, Integration",
doi:10.1515/9783839448960-009,Zukunftsfähig mit Outreach«,"Scharf, Ivana",2022,"Mohr/Modarressi-Tehrani, Museen der Zukunft",,,195-212,book chapter,,
econbiz:10011871102,Museen und Outreach. Out- reach als strategisches Diversity-Instrument,"Scharf, Ivana Wunderlich; Dagmar/Heisig, Julia",2018,,,,,book,Waxmann,
tmp:gesis-ssoar-92194_ref-314_block-1496120,Einleitung«,"Steinbach, Erika",2006,"Zentrum gegen Vertreibung, Erzwungene Wege",,,7-8,book chapter,,
tmp:gesis-ssoar-92194_ref-315_block-1010474,Stiftung Haus der Geschichte der,,2005,,,,,book,Vertreibung,"Deutschland, Bundesrepublik"
dnb:DE-599-ZDB2078278-0-OCoLC-183255053-02-B39-0001,Stiftung Haus der Geschichte der Bundesrepublik,,2014,,,,,book,Einwanderungsland Deutschland,"Deutschland, "
tmp:gesis-ssoar-92194_ref-317_block-1010475,Einsichten in flüchtige Leben,,2016,,,,,book,Museum Eu- ropäische Kulturen,"Tietmeyer, Elisabeth"
tmp:gesis-ssoar-92194_ref-318_block-2028431,Temporäre Ausstellungen als Triebkräfte der Musealisierung von Migration in Deutschland seit 1990«,"Toepper, Marie",2017,"Berlinghoff/Rass/Ulz, Die Szeno- graphie der Migration",,,17-42,book chapter,,
tmp:gesis-ssoar-92194_ref-319_block-1375594,Neue Horizonte. Dürener Migran- tinnen erzählen,,2020,,,,,book,Stadtmuseum Düren,"Düren, Trägerverein Stadtmuseum"
tmp:gesis-ssoar-92194_ref-320_block-1496121,Wir hier! Zuwanderung und Migration nach Lüden- scheid und in die märkische Region (= Forschungen zur Geschichte der Stadt Lüdenscheid,,2012,Bd,11,,,journal article,Fachbereich Bürgerservice Lüdenscheid,"Trox, Eckhard"
dnb:DE-599-DNB994330162-OCoLC-426147811-09-A30-2658,Erinnerungskulturen und Geschichtspolitik (= Jahr- buch für Kulturpolitik,,2009,Bd,9,,,journal article,Klartext,"Wagner, Bernd"
doi:10.1515/9783839446188,Zur Repräsentation des Anderen,"Wolfgarten, Tim",2019,Eine Untersuchung von Bildern in Themenausstellungen zu Migration seit 1974,,,,book chapter,transcript,
tmp:gesis-ssoar-92194_ref-323_block-1496122,"Türken in Deutschland, Köln: Vista Point","Yurtdaş, Hatice",1980,,,,,book,Zentrum gegen Vertreibung,"Vertreibung, Zentrum"
doi:10.14361/9783839434536,Geflüchtete und kulturelle Bildung. Formate und Konzepte für ein neues Praxisfeld,,2016,,,,,book,transcript,"Ziese, Maren Gritschke; Caroline, "
doi:10.14361/transcript.9783839418017,Museum und Migration«,"Wonisch, Regina",2012,"Dies./Hübel, Museum und Migration",,,9-29,book chapter,,
tmp:gesis-ssoar-92194_ref-326_block-1872456,Partizipative Museumsprojekte in der Migrationsgesell- schaft«,"Wonisch, Regina",2017,"Berlinghoff/Rass/Ulz, Die Szenografie der Migration",,,245-261,book chapter,,
sowiport:gesis-solis-00598606,Museum und Migration. Konzepte - Kontexte -Kontroversen,,2012,,,,,book,transcript,"Wonisch, Regina Hübel; Thomas, "
sowiport:iab-litdok-K081008F05,Imagined Communities. Reflections on the Origin and Spread of Nationalism,"Anderson, Benedict",2006,,,,,book,Verso,
doi:10.4000/genesis.2554,Plurilinguisme littéraire: de la théorie à la genèse«,"Anokhina, Olga Sciarrino; Emilio, ",2018,Genesis,46,,11-34,journal article,,
doi:10.14361/zig-2020-110216,Migration und Gegenwartsliteratur: Der Beitrag von Autorinnen und Autoren osteuropäischer Herkunft zur literarischen Kultur im deutschsprachigen Raum,,2020,,,,,book,Brill,"Aumüller, Matthias"
openalex:W2125910575,Gephi: An Open Source Software for Exploring and Manipulating Networks«,"Bastian, Mathieu Heymann; Sebastien/Jacomy, Mathieu",2009,Proceedings of the International AAAI Conference on Web and Social Media 3.1,,,361-362,proceedings article,,
tmp:gesis-ssoar-92194_ref-332_block-1872457,"Das Phänomen ›Leichte Sprache‹ im Spiegel aktueller Forschung -Tendenzen, Fragestellungen und Herangehens- weisen«","Bock, Bettina Lange; Daisy/Fix, Ulla",2017,,,,11-31,book,Frank & Timme,"Dies, "
tmp:gesis-ssoar-92194_ref-333_block-1872458,"nodegoat: a web-based data management, net- work analysis & visualization environment","Bree, Pim Kessels; Geert, ",2013,,,,,,,
openalex:W1496290716,Lexikon der deutschen Dichter und Prosaisten vom Beginn des 19. Jahrhunderts bis zur Gegenwart: Erster,"Brümmer, Franz",1913,,,,,book,Reclam,
doi:10.2478/hsy-2021-0004,Four major literary code-swit- ching strategies in Hungarian literature. Decoding monolingualism«,"Domokos, Johanna Deganutti; Marianna, ",2021,Hun- garian Studies Yearbook 3.1,,,43-63,book chapter,,
tmp:gesis-ssoar-92194_ref-336_block-1982054,Diversity -Gender -In- tersektionalität. Überlegungen zu Begriffen und Konzepten historischer Di- versitätsforschung«,"Florin, Moritz Gutsche; Victoria/Krentz, Natalie",2018,Diversität historisch,,,9-32,book chapter,transcript,"Dies, "
tmp:gesis-ssoar-92194_ref-337_block-2028432,The Genesis and Development of Research in Multilin- gualism. Perspectives for Future Research«,"Franceschini, Rita",2009,"The exploration of multilingualism: Development of research on L3, mul- tilingualism and multiple language acquisition",,,27-61,book chapter,John Benjamins Pub. Co,"Hufeisen, Larissa Aronin Britta"
doi:10.1177/0963947015585065,Code-switching and multilin- gualism in literature«,"Gardner-Chloros, Penelope Weston; Daniel, ",2015,Language and Literature: International Journal of Stylistics,24,3,182-193,journal article,,
openalex:W564698384,Geschichte der poetischen National-Literatur der Deutschen,"Gervinus, Georg Gottfried",1835,Bd,2,,,journal article,Engelmann,
dnb:DE-599-DNB365956597-OCoLC-719036076-00-L01,Geschichte der poetischen National-Literatur der Deutschen: Von Göthes Jugend bis zur Zeit der Befreiungskriege,"Gervinus, Georg Gottfried",1842,,,,,book,En- gelmann,
tmp:gesis-ssoar-92194_ref-341_block-1804550,,,,2020a): Das subjektive Mu- seum. Partizipative Museumsarbeit zwischen Selbstvergewisserung und gesell- schaftspolitischem Engagement,,,,book chapter,transcript,"Gesser, Susanne Jannelli; Angela/Gorgus, Nina"
doi:10.1515/9783839442869-003,Das subjektive Museum. Eine Einführung«,"Gesser, Susanne Jannelli; Angela/Gorgus, Nina",2020,"Dies., Das subjektive Museum",,,17-21,book chapter,,
tmp:gesis-ssoar-92194_ref-343_block-1719066,Literaturgeschichten«,"Jannidis, Fotis",2013,"Handbuch Kanon und Wertung: Theorien, Instanzen, Geschichte",,,159-166,book chapter,J.B. Metzler,"Winko, Gabriele Rippl Simone"
doi:10.5860/choice.38-4300,The Translingual Imagination,"Kellman, Steven",2000,,,,,book,Nebraska,
tmp:gesis-ssoar-92194_ref-345_block-1496123,Andrea/Vlasta,"Kriegleder, Wynfrid Paranjape; Manjiri/Patocka, Franz Seidler",2014,,,,,book,Praesens-Verlag,"Sandra, "
doi:10.1515/9783839455142,"Museums, Transculturality, and the Nation-State Some Re- marks on Their Entanglement«","Leeb, Susanne",2022,"Museums, Trans- culturality, and the Nation-State: Case Studies from a Global Context",,,7-16,book chapter,transcript,"Samuel, Dies Nina"
dnb:DE-599-DNB900350229-OCoLC-722320516-91-A08-1015,Werke und Briefe. Historisch-kritische Gesamtausga- be,,1989,Bd,5,1,,journal article,Deuticke & Klett-Cotta,"Lenau, Nikolaus; Hartmut Steinecke/András Vizkelety, "
doi:10.1515/9783110171488.2.8.1304,Multilingual Cities/Mehrsprachige Städte«,"Mackey, William",2005,Sociolinguis- tics. An International Handbook of the Science of Language and Society = So- ziolinguistik. Ein internationales Handbuch zur Wissenschaft von Sprache und Gesellschaft,,,1304-1312,book chapter,De Gruyter,"Trudgill, Ulrich Ammon Norbert Dittmar Klaus Mattheier Peter"
doi:10.1515/9783110158823.2.7.1085,Die Herausbildung neuzeitlicher Schriftsprachen«,"Mattheier, Klaus",2000,Sprachgeschichte. Ein Handbuch zur Geschichte der deutschen Sprache und ih- rer Erforschung,,,1085-1107,book chapter,De Gruyter,"Sonderegger, Werner Besch Anne Betten Oskar Reichmann Stefan"
tmp:gesis-ssoar-92194_ref-350_block-1637622,"Pressburg/Bratislava«, in: Online-Lexikon zur Kultur und Ge- schichte der Deutschen im östlichen Europa","Meier, Jörg",2020,,,,,,,
tmp:gesis-ssoar-92194_ref-351_block-2028433,Zooming In and Out of Historical Multilingual Lit- erature. Reading 19th Century Literary Dictionaries on Scale«,"Mende, Jana Katharina",2023,Hidden Multilingualism in 19th Century European Literature,,,,book chapter,De Gruyter,"Dies, "
tmp:gesis-ssoar-92194_ref-352_block-1159691,"Österreichische Nationalbibliothek: Über das Literaturmusem, https://www.onb.a c.at/museen/literaturmuseum/ueber-das-literaturmuseum/dauerausstellung vom 23.01.2023",,,,,,,,,
